-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
50	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
48	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
50	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
49	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
50	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
50	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
50	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
47	1	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
49	0	1	0
-1	-1	-1	-1
-1	-1	-1	-1
48	0	2	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
48	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2  -1	-1
49	1	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
46	2	0	0
-1	-1	-1	-1
-1	-2	-1	-1
45	5	0	0
-1	-1	-1	-1
-1	-2	-1	-1
47	3	0	0
-1	-1	-1	-1
-1	-2	-1	-1
50	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
49	1	0	0
-1	-1	-1	-1
-1	-2	-1	-1
50	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
45	5	0	0
-1	-1	-1	-1
-1	-2	-1	-1
50	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
36	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
7	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
13	0	0	0
-1	-1	-1	-1
-1	-2	-1	-1
49	1	0	0
-1	-1	-1	-1
-1	-2	-1	-1
16	1	0	0
-1	-1	-1	-1
-1	-2	-1	-1
35	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
47	1	0	0
-1	-1	-1	-1
-1	-2	-1	-1
49	1	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
15	1	0	0
-1	-1	-1	-1
-1	-2	-1	-1
20	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
42	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
49	1	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
21	0	0	0
-1	-1	-1	-1
-1	-2	-1	-1
46	0	0	0
-1	-1	-1	-1
-1	-2	-1	-1
16	1	0	0
-1	-1	-1	-1
-1	-2	-1	-1
14	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
16	1	0	0
-1	-1	-1	-1
-1	-2	-1	-1
20	0	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-2	-1	-1
14	0	0	0
-1	-1	-1	-1
-1	-2	-1	-1
16	2	0	0
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
