-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
49	0	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-2	-1
42	2	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
50	0	0
-1	-1	-1
-1	-1	-1
49	0	0
-1	-1	-1
-1	-1	-1
26	0	0
-1	-1	-1
-1	-1	-1
17	0	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
32	0	0
-1	-1	-1
-1	-1	-1
10	0	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
4	0	0
-1	-1	-1
-1	-3	-1
10	0	1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-2	-1
47	2	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-2	-1
42	2	0
-1	-1	-1
-1	-1	-1
-1	-2	-1
44	4	0
-1	-1	-1
-1	-2	-1
47	2	0
-1	-1	-1
-1	-2	-1
48	2	0
-1	-1	-1
-1	-2	-1
44	6	0
-1	-1	-1
-1	-1	-1
-1	-2	-1
44	4	0
-1	-1	-1
-1	-2	-1
49	1	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
40	7	1
-1	-1	-1
-1	-1	-1
40	8	2
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-2	-1
48	1	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-2	-1
45	8	0
-1	-1	-1
-1	-1	-1
-1	-2	-1
48	3	0
-1	-1	-1
-1	-2	-1
41	7	0
-1	-1	-1
-1	-2	-1
44	6	0
-1	-1	-1
-1	-2	-1
44	7	0
-1	-1	-1
-1	-1	-1
-1	-2	-1
42	8	0
-1	-1	-1
-1	-2	-1
44	4	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
35	7	2
-1	-1	-1
-1	-1	-1
43	5	1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-1	-1
50	0	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
-1	-2	-1
49	1	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
50	0	0
-1	-1	-1
-1	-1	-1
50	0	0
-1	-1	-1
-1	-1	-1
50	0	0
-1	-1	-1
-1	-2	-1
49	1	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
50	0	0
-1	-1	-1
-1	-1	-1
50	0	0
-1	-1	-1
-1	-1	-1
-1	-1	-1
37	2	11
-1	-1	-1
-1	-3	-1
43	0	5
-1	-1	-1
-1	-1	-1
-1	-1	-1
